FR,RU_GOLD,RU_MT,FR_TERMS,RU_TERMS_GOLD,COMET_MT,TER_MT,RU_PE,COMET_PE,TER_PE
"18. Prie également le Secrétaire général de lui rendre compte de l'application de la présente résolution à sa soixante-troisième session, par l'intermédiaire du Conseil économique et social à sa session de fond de 2008, au titre de la question intitulée « Renforcement de la coordination de l'aide humanitaire et des secours en cas de catastrophe fournis par l'Organisation des Nations Unies, y compris l'assistance économique spéciale », afin qu'elle puisse déterminer la façon dont ce point devra être examiné à l'avenir.","18. просит также Генерального секретаря представить Генеральной Ассамблее на ее шестьдесят третьей сессии, через Экономический и Социальный Совет на его основой сессии 2008 года, доклад об осуществлении настоящей резолюции по пункту, озаглавленному «Укрепление координации в области гуманитарной помощи и помощи в случае стихийных бедствий, предоставляемой Организацией Объединенных Наций, включая специальную экономическую помощь», в целях обсуждения вопроса о дальнейшем рассмотрении данного пункта.","18. также просит Генерального секретаря представить ей доклад о ходе выполнения настоящей резолюции на ее шестьдесят третьей сессии через Экономический и Социальный Совет на его основной сессии 2008 года в рамке вопроса «Укрепление координации гуманитарной помощи и помощи в случае катастроф, оказываемой Организацией Объединенных Наций, включая особую экономическую помощь», с тем чтобы она могла определить, как этот вопрос будет рассматриваться в будущем.","['RÉSOLUTION', 'Сonseil économique et social', 'Secrétaire général', 'Organisation des Nations Unies']","['РЕЗОЛЮЦИЯ', 'Экономический и Социальный Совет', 'Генеральный секретарь', 'Организация Объединенных Наций']",0.6009363532066345,54.09836065573771,"Она просит Генерального секретаря подготовить ей доклад о том, как продвигалась эта резолюция на её шестьдесят третьей сессии через Экономический и Социальный Совет на основной сессии 2008 года по теме «Укрепление координации гуманитарной помощи и помощи в случае катастроф, оказываемой ООН, включая особую экономическую помощь», чтобы понять, как этот вопрос будет обсуждаться дальше.",0.23566415905952454,63.934426229508205
RÉSOLUTION 62/92,РЕЗОЛЮЦИЯ 62/92,Французский: РЕЗОЛЮЦИЯ 62/92,['RÉSOLUTION'],['РЕЗОЛЮЦИЯ'],0.661352276802063,50.0,"Резолюция 62/92 — это документ ООН, который обсуждалось в 1992 году.",-0.39224380254745483,450.0
"Adoptée à la 74e séance plénière, le 17 décembre 2007, sans avoir été mise aux voix, sur la base du projet de résolution A/62/L.34 et Add.1, ayant pour auteurs les pays suivants : Andorre, Australie, Autriche, Belgique, Danemark, États-Unis d'Amérique, Fédération de Russie, Finlande, France, Islande, Israël, Italie, Japon, Luxembourg, Mexique, Monaco, Norvège, Pakistan (au nom des États Membres de l'Organisation des Nations Unies qui sont membres du Groupe des 77 et de la Chine), Pologne, Portugal, République tchèque, Royaume-Uni de Grande-Bretagne et d'Irlande du Nord, Serbie, Slovaquie, Slovénie","Принята без голосования на 74-м пленарном заседании 17 декабря 2007 года по проекту резолюции A/62/L.34 и Add.1; его авторы: Австралия, Австрия, Андорра, Бельгия, Дания, Израиль, Исландия, Италия, Люксембург, Мексика, Монако, Норвегия, Пакистан (от имени государств-членов Организации Объединенных Наций, являющихся членами Группы 77 и Китая), Польша, Португалия, Российская Федерация, Сербия, Словакия, Словения, Соединенное Королевство Великобритании и Северной Ирландии, Соединенные Штаты Америки, Финляндия, Франция, Чешская Республика, Япония","Принята на 74-й пленарной сессии 17 декабря 2007 года без голосования на основе проекта резолюции A/62/L.34 и Add.1, подготовленной следующими странами: Андорра, Австралия, Австрия, Бельгия, Дания, США, Российская Федерация, Финляндия, Франция, Исландия, Израиль, Италия, Япония, Люксембург, Мексика, Монако, Норвегия, Пакистан (от имени государств-членов Организации Объединенных Наций, которые являются членами Группы 77 и Китая), Польша, Португалия, Чешская Республика, Великобритания, Словакия, Словения","['États Membres', 'séance plénière', 'sans avoir été mise aux voix', 'Organisation des Nations Unies', 'RÉSOLUTION']","['государства-члены', 'пленарное заседание', 'без голосования', 'Организация Объединенных Наций', 'РЕЗОЛЮЦИЯ']",0.8190792202949524,49.23076923076923,"Принята на сессии 74 года 17 декабря 2007 без голосования по проекту резолюции A/62/L.34 и Add.1, который подготовили Андорра, Австралия, Австрия, Бельгия, Дания, США, Россия, Финляндия, Франция, Исландия, Израиль, Италия, Япония, Люксембург, Мексика, Монако, Норвегия, Пакистан (от имени стран Группы 77 и Китая), Польша, Португалия, Чехия, Великобритания, Словакия и Словения.",0.46177244186401367,55.38461538461539
62/92. Coopération internationale en matière d'aide humanitaire à la suite de catastrophes naturelles : de la phase des secours à celle de l'aide au développement,62/92. Международное сотрудничество в области гуманитарной помощи в случае стихийных бедствий - от оказания чрезвычайной помощи до развития,62/92. Международное сотрудничество в области оказания гуманитарной помощи вследствие стихийных бедствий: от срочных действий до оказания помощи в целях развития,[],[],0.9403987526893616,55.55555555555556,"62/92. Как же здорово, когда мир помогает друг другу после стихийных бед — от срочных спасательных операций до долгосрочных проектов развития!",0.2586366832256317,94.44444444444444
"L'Assemblée générale,","Генеральная Ассамблея,","Генеральная Ассамблея,",['Assemblée générale'],['Генеральная Ассамблея'],1.3165725469589231,0.0,"Генеральная Ассамблея — это как главный совет ООН, где все страны обсуждают важные дела.",-0.9599578380584717,650.0
"Réaffirmant sa résolution 46/182 du 19 décembre 1991, en annexe à laquelle figurent les principes directeurs pour le renforcement de la coordination de l'aide humanitaire d'urgence du système des Nations Unies, et toutes les résolutions qu'elle a consacrées à la question de la coopération internationale en matière d'aide humanitaire à la suite de catastrophes naturelles, de la phase des secours à celle de l'aide au développement, et rappelant les résolutions adoptées par le Conseil économique et social lors des débats de ses sessions de fond consacrés aux questions humanitaires,","вновь подтверждая свою резолюцию 46/182 от 19 декабря 1991 года, в приложении к которой содержатся руководящие принципы укрепления координации в области чрезвычайной гуманитарной помощи системы Организации Объединенных Наций, а также все свои резолюции о международном сотрудничестве в области гуманитарной помощи в случае стихийных бедствий - от оказания чрезвычайной помощи до развития, и ссылаясь на резолюции Экономического и Социального Совета, принятые на тех этапах его основных сессий, которые были посвящены гуманитарным вопросам,","Повторно подтверждая свою резолюцию 46/182 от 19 декабря 1991 года, в приложении к которой содержатся руководящие принципы по укреплению координации чрезвычайной гуманитарной помощи системы Организации Объединенных Наций и все резолюции, касающиеся вопроса международного сотрудничества в области гуманитарной помощи вследствие стихийных бедствий, от фазы спасательной до фазы помощи в целях развития, и напоминая о резолюциях, принятых Экономическим и Социальным Советом в ходе обсуждения гуманитарных вопросов на основных сессиях,","['RÉSOLUTION', 'Сonseil économique et social', 'Annexe', 'Principes directeurs']","['РЕЗОЛЮЦИЯ', 'Экономический и Социальный Совет', 'Приложение', 'Руководящие принципы']",0.780951976776123,57.74647887323944,"Повторяю резолюцию 46/182 от декабря 1991 года — там есть основные принципы по координации помощи ООН в чрезвычайных ситуациях, включая все резолюции про сотрудничество в гуманитарной помощи от спасения до развития, и напоминаю о решениях Экономического и Социального Совета по гуманитарным вопросам на сессиях.",0.19870084524154663,71.83098591549296
"Consciente de l'importance des principes de neutralité, d'humanité, d'impartialité et d'indépendance dans l'apport de l'aide humanitaire,","признавая важность принципов нейтралитета, гуманности, беспристрастности и независимости при оказании гуманитарной помощи,","Осознавая важность принципов нейтралитета, гуманности, беспристрастности и независимости при оказании гуманитарной помощи,",[],[],1.0924102067947388,8.333333333333332,"Понимая, что при помощи людям нужно быть нейтральными, человечными, беспристрастными и независимыми.",-0.5170002579689026,100.0
"Accueillant avec satisfaction la Déclaration de HyogoA/CONF.206/6, chap. I, résolution 1., le Cadre d'action de Hyogo pour 2005-2015 : Pour des nations et des collectivités résilientes face aux catastrophesIbid., résolution 2., ainsi que la déclaration commune publiée à l'issue de la session extraordinaire consacrée à la catastrophe dans l'océan Indien : réduction des risques pour un avenir plus sûrA/CONF.206/6, annexe II., telle qu'elle a été adoptée par la Conférence mondiale sur la prévention des catastrophes naturelles, tenue à Kobé, dans la préfecture de Hyogo (Japon), du 18 au 22 janvier 2005,","приветствуя Хиогскую декларациюA/CONF.206/6, глава I, резолюция 1., Хиогскую рамочную программу действий на 2005-2015 годы: создание потенциала противодействия бедствиям на уровне государств и общинТам же, резолюция 2. и общее заявление участников специального заседания на тему «Бедствие в Индийском океане: снижение риска бедствий в целях обеспечения более безопасного будущего»A/CONF.206/6, приложение II., принятые Всемирной конференцией по уменьшению опасности бедствий, состоявшейся в Кобе, Хиого, Япония, 18-22 января 2005 года,","Приветствуя Декларацию ХиогаA/CONF.206/6, chap. I, resolution 1., Хиогскую рамочную программу действий на 2005-2015 годы: для устойчивых к бедствиям наций и сообществIbid., resolution 2., а также совместную декларацию, опубликованную по итогам внеочередной сессии, посвященной бедствию в Индийском океане: снижение рисков для более безопасного будущегоA/CONF.206/6, annexe II., принятую Всемирной конференцией по предотвращению стихийных бедствий, проходившей в городе Кобе, префектура Хиого (Япония) с 18 по 22 января 2005 года,","['RÉSOLUTION', ""Cadre d'action de Hyogo"", 'Annexe', 'Déclaration de Hyogo']","['РЕЗОЛЮЦИЯ', 'Хиогская рамочная программа действий', 'Приложение', 'Хиогская декларация']",0.5133772492408752,66.15384615384615,"Приветствую Декларацию Хиога (A/CONF.206/6, chap. I, resolution 1.), рамочную программу действий на 2005–2015 годы для стран и сообществ, устойчивых к бедствиям (Ibid., resolution 2.), а также совместную декларацию, опубликованную после внеочередной сессии по бедствию в Индийском океане, которая обещала снизить риски и сделать будущее безопаснее (A/CONF.206/6, annexe II.), принятую на Всемирной конференции по предотвращению стихийных бедствий в Кобе (Япония) с 18 по 22 января 2005 года.",0.49096471071243286,86.15384615384616
"Soulignant que c'est à l'État sinistré qu'il incombe au premier chef de lancer, organiser, coordonner et exécuter les activités d'aide humanitaire sur son territoire et de faciliter la tâche des organismes à vocation humanitaire qui s'efforcent d'atténuer les effets d'une catastrophe naturelle,","подчеркивая, что пострадавшее государство несет главную ответственность за инициирование, организацию, координацию и оказание гуманитарной помощи на своей территории и за содействие работе гуманитарных организаций по смягчению последствий стихийных бедствий,","Подчеркивая, что государству, пострадавшему от бедствия, в первую очередь принадлежит инициатива по запуску, организации, координации и осуществлению гуманитарной помощи на его территории и облегчению задач гуманитарных организаций, которые стремятся смягчить последствия стихийных бедствий,",[],[],0.6555396318435669,79.3103448275862,"Государству, которое пострадало от беды, в первую очередь нужно брать инициативу в свои руки — организовывать помощь, координировать её и помогать гуманитарным организациям, которые стараются смягчить последствия стихийных бедствий.",0.3348086178302765,96.55172413793103
"Soulignant également qu'il incombe à tous les États d'exécuter des activités de préparation aux catastrophes naturelles, des mesures d'intervention et des opérations initiales de relèvement afin d'en limiter autant que possible les conséquences, tout en reconnaissant l'importance de la coopération internationale qui permet de soutenir les efforts des pays sinistrés dont les capacités peuvent être limitées dans ce domaine,","подчеркивая также, что все государства обязаны предпринимать усилия по подготовке к бедствиям, реагированию на них и быстрому восстановлению, с тем чтобы свести к минимуму последствия стихийных бедствий, признавая при этом важность международного сотрудничества для поддержки усилий пострадавших стран, у которых могут быть лишь ограниченные возможности в этой связи,","подчеркивая также, что все государства должны осуществлять подготовку к стихийным бедствиям, меры по реагированию и первоочередные операции по восстановлению, чтобы сделать их последствия максимально ограниченными, и признавая важность международного сотрудничества, которое позволяет поддержать усилия пострадавших стран, чьи возможности в этой области могут быть ограничены,",[],[],0.7653301358222961,64.58333333333334,"Ну и да, все страны должны готовиться к стихийным бедствиям, принимать меры реагирования и восстанавливать пострадавшие территории как можно быстрее, чтобы последствия были поменьше, а международное сотрудничество поможет тем странам, где местные ресурсы ограничены, быстрее встать на ноги.",0.5680696368217468,91.66666666666666
"Notant que les collectivités locales sont les premières à intervenir dans le cas de la plupart des catastrophes, et soulignant que les capacités en place dans les pays sont cruciales pour la réduction des risques de catastrophes naturelles, les mesures à prendre pour y faire face et le relèvement,","отмечая, что в большинстве случаев первым на стихийные бедствия реагирует местное население, и подчеркивая исключительно важную роль, которую имеющиеся в стране силы и средства играют в уменьшении опасности бедствий, включая готовность, реагирование и восстановление,","отмечая, что органы местного самоуправления являются первыми, кто принимает меры в случае большинства катастроф, и подчеркивая, что имеющиеся в странах возможности имеют решающее значение для снижения рисков стихийных бедствий, мер, которые необходимо принять для их предотвращения, и восстановления,",[],[],0.678084135055542,97.05882352941175,"Органы местного самоуправления первыми реагируют на большинство катастроф, а у стран есть шанс снизить риски стихийных бедствий, если вовремя принять меры по предотвращению и восстановлению.",0.3274381756782532,94.11764705882352
"Constatant l'importance de la coopération internationale avec les États sinistrés lorsqu'ils s'efforcent de faire face à une catastrophe naturelle à tous les stades, en particulier lors des phases de préparation, d'intervention et de relèvement initial, ainsi que du renforcement de la capacité d'intervention des pays sinistrés,","признавая важность международного сотрудничества в поддержку усилий пострадавших государств в отношении принятия мер в связи со стихийными бедствиями на всех их этапах, особенно на этапе подготовки, реагирования и раннего восстановления, и важность укрепления потенциала реагирования пострадавших от стихийных бедствий стран,","constatando la importancia de la cooperación internacional con los Estados afectados cuando se esfuerzan por hacer frente a una catástrofe natural en todas las fases, en particular en las fases de preparación, intervención y recuperación inicial, así como en el fortalecimiento de la capacidad de intervención de los países afectados,",[],[],-1.5930562019348145,125.0,"Когда страны сталкиваются с природной катастрофой, важно помогать им в подготовке, реагировании и восстановлении — особенно укреплять их способность быстро реагировать на подобные ситуации.",0.27699995040893555,95.0
"Prenant note avec satisfaction du rôle important joué par les États Membres, y compris les pays en développement, qui ont accordé généreusement et durablement l'aide nécessaire aux pays et aux peuples frappés par des catastrophes naturelles,","с признательностью отмечая важную роль государств-членов, в том числе развивающихся стран, которые оказывают необходимую и постоянную щедрую помощь странам и народам, пострадавшим от стихийных бедствий,","с удовлетворением принимая к сведению важную роль, которую сыграли государства-члены, включая развивающиеся страны, которые щедро и надолго предоставили необходимую помощь странам и народам, пострадавшим от стихийных бедствий,","['États Membres', 'Prenant note']","['государства-члены', 'принимая к сведению']",0.8359782099723816,60.0,"Ну что, страны-члены, включая развивающиеся, здорово помогли пострадавшим от стихийных бедствий — спасибо им за поддержку и помощь!",0.427224725484848,88.0
"Constatant le rôle important joué par les sociétés de la Croix-Rouge et du Croissant-Rouge dans le cadre du Mouvement international de la Croix-Rouge et du Croissant-Rouge pour la préparation aux catastrophes et l'atténuation des risques, les mesures d'intervention, le relèvement et le développement,","признавая значительную роль, которую играют национальные общества Красного Креста и Красного Полумесяца в рамках Международного движения Красного Креста и Красного Полумесяца в подготовке к бедствиям, уменьшении опасности бедствий, реагировании на них, восстановлении и развитии,","Установив важную роль, которую общества Красного Креста и Красного Полумесяца играют в рамках Международного движения Красного Креста и Красного Полумесяца в области подготовки к катастрофам и снижения рисков, мер реагирования, восстановления и развития,","['Société de la Croix-Rouge', 'Mouvement international de la Croix-Rouge et du Croissant-Rouge']","['общество Красного Креста', 'Международное движение Красного Креста и Красного Полумесяца ']",0.6659150123596191,44.11764705882353,"Общество Красного Креста и Красного Полумесяца играют важную роль в подготовке к катастрофам, снижении рисков, реагировании на кризисы, восстановлении и развитии через сотрудничество в рамках Международного движения Красного Креста и Красного Полумесяца.",0.5913808941841125,55.88235294117647
"Soulignant qu'il importe d'atténuer la vulnérabilité et d'intégrer la réduction des risques à tous les stades de la gestion des catastrophes naturelles, du relèvement après une catastrophe et de la planification du développement,","подчеркивая важность решения проблемы уязвимости и учета усилий по уменьшению опасности бедствия на всех этапах работы по борьбе со стихийными бедствиями, восстановительных работ после стихийного бедствия и планирования развития,","Подчеркивая важность смягчения уязвимости и интеграции мер по снижению риска на всех этапах управления стихийными бедствиями, восстановления после стихийных бедствий и планирования развития,",[],[],0.6335319876670837,51.72413793103448,"Подчеркивая важность смягчения уязвимости и интеграции мер по снижению риска на всех этапах управления стихийными бедствиями, восстановления после стихийных бедствий и планирования развития, можно сказать проще: ""Важно смягчать уязвимость и интегрировать меры по снижению риска на всех этапах — от управления бедствиями до восстановления и планирования развития"".",0.5045023560523987,127.58620689655173
"Consciente que les catastrophes naturelles peuvent compromettre les actions menées en vue d'assurer la croissance économique, le développement durable et la réalisation des objectifs de développement convenus à l'échelon international, y compris les objectifs du Millénaire pour le développement, et notant la contribution positive que ces actions peuvent apporter en renforçant la capacité de récupération des populations,","признавая, что стихийные бедствия могут оказать негативное воздействие на усилия по достижению экономического роста, устойчивого развития и согласованных на международном уровне целей развития, включая цели в области развития, сформулированные в Декларации тысячелетия, и отмечая тот позитивный вклад, который эти усилия могут внести в укрепление способности населения противостоять таким бедствиям,","Осознавая, что стихийные бедствия могут подорвать действия, предпринимаемые для обеспечения экономического роста, устойчивого развития и достижения согласованных на международном уровне целей в области развития, включая цели развития тысячелетия, и отмечая положительный вклад, который эти действия могут оказать в укреплении потенциала восстановления населения,",[],[],0.7730273604393005,48.97959183673469,"Понимая, что стихийные бедствия могут сорвать планы по экономическому росту, устойчивому развитию и международным целям вроде целей развития тысячелетия, и видя, как эти планы помогают восстанавливать население, я считаю важным не забыть о них.",0.26952099800109863,81.63265306122449
"Soulignant à ce propos l'importance du rôle joué par les organismes de développement qui épaulent l'action engagée par les pays pour atténuer les effets des catastrophes naturelles,","подчеркивая в этом контексте важную роль организаций, занимающихся вопросами развития, в поддержке национальных усилий по ослаблению последствий стихийных бедствий,","В этой связи подчеркивая важность роли, которую играют организации развития, оказывающие поддержку действиям, предпринимаемым странами для смягчения последствий стихийных бедствий,",[],[],0.7125418186187744,78.94736842105263,"В общем, важно помнить, что организации развития помогают странам справляться с последствиями стихийных бедствий, поддерживая их усилия.",0.6647963523864746,89.47368421052632
1. Prend acte du rapport du Secrétaire généralA/62/323. ;,1. принимает к сведению доклад Генерального секретаряA/62/323.;,1. принимает к сведению доклад Генерального секретаря A/62/323;,['Secrétaire général'],['Генеральный секретарь'],1.2379833459854126,28.57142857142857,Принял к сведению доклад Генерального секретаря A/62/323.,1.1081832647323608,57.14285714285714
"2. Se déclare vivement préoccupée par le nombre et l'ampleur des catastrophes naturelles et par leurs effets de plus en plus graves, sources d'immenses pertes humaines et matérielles dans le monde entier, en particulier dans les pays vulnérables qui n'ont pas les moyens de mener une action efficace pour atténuer les répercussions à long terme de ces catastrophes sur les plans social, économique et écologique ;","2. выражает глубокую озабоченность по поводу числа и масштабов стихийных бедствий и их все более тяжелых последствий, приводящих к большим людским и материальным потерям повсюду в мире, особенно в уязвимых странах, не имеющих адекватных возможностей для принятия эффективных мер по смягчению долгосрочных негативных социально-экономических и экологических последствий стихийных бедствий;","2. выражает серьезную обеспокоенность в связи с количеством и масштабом природных катастроф и их все более серьезными последствиями, которые приводят к огромным человеческим и материальным потерям во всем мире, особенно в уязвимых странах, которые не имеют средств для проведения эффективных действий по смягчению долгосрочных социальных, экономических и экологических последствий этих катастроф;",[],[],0.8766151070594788,55.10204081632652,"Серьезно переживаю из-за того, что катастроф становится все чаще и страшнее, а последствия — еще страшнее, ведь теперь даже самые слабые страны не могут справиться с последствиями, и это приводит к огромным потерям людей и денег во всем мире.",-0.17977367341518402,93.87755102040816
"3. Appelle les États à mettre intégralement en œuvre la Déclaration de HyogoA/CONF.206/6, chap. I, résolution 1. et le Cadre d'action de Hyogo pour 2005-2015 : Pour des nations et des collectivités résilientes face aux catastrophesIbid., résolution 2., en particulier les engagements portant sur l'assistance aux pays en développement qui sont sujets aux catastrophes naturelles et aux États frappés par une catastrophe qui sont en transition vers un relèvement matériel, social et économique durable, sur les activités visant à atténuer les risques lors des processus de relèvement et sur la remise en état après les catastrophes ;","3. призывает государства полностью осуществить Хиогскую декларациюA/CONF.206/6, глава I, резолюция 1. и Хиогскую рамочную программу действий на 2005-2015 годы: создание потенциала противодействия бедствиям на уровне государств и общинТам же, резолюция 2., в частности те обязательства, которые касаются оказания помощи развивающимся странам, подверженным стихийным бедствиям, и пострадавшим от бедствий государствам, которые находятся на этапе перехода к устойчивому физическому и социально-экономическому восстановлению, для принятия мер по уменьшению опасности бедствий в период ликвидации их последствий и восстановления;","3. Призывает государства полностью осуществить Декларацию ХиогаA/CONF.206/6, chap. I, resolution 1. и Хиогскую рамочную программу действий на 2005-2015 годы: для устойчивых к бедствиям народов и сообществ:","['RÉSOLUTION', ""Cadre d'action de Hyogo"", 'Déclaration de Hyogo']","['РЕЗОЛЮЦИЯ', 'Хиогская рамочная программа действий', 'Хиогская декларация']",-1.1729328632354736,82.43243243243244,"Просит государства полностью реализовать Хиогскую декларацию (A/CONF.206/6, chap. I, resolution 1) и рамочную программу действий на 2005–2015 годы для сообществ и народов, устойчивых к бедствиям.",-1.044222354888916,89.1891891891892
"4. Engage tous les États à adopter, si ce n'est déjà fait, et à continuer d'appliquer résolument des mesures appropriées, notamment sur le plan législatif, visant à atténuer les effets des catastrophes naturelles et à intégrer les stratégies de réduction des risques liés aux catastrophes naturelles à la planification du développement et, à cet égard, prie la communauté internationale de continuer à aider les pays en développement et les pays en transition, selon qu'il conviendra ;","4. призывает все государства принять, если это необходимо, и продолжать эффективно применять необходимые законодательные и другие соответствующие меры по смягчению последствий стихийных бедствий и включать стратегии по уменьшению опасности стихийных бедствий в планы развития и в этой связи просит международное сообщество продолжать оказывать помощь развивающимся странам, а также странам с переходной экономикой в случае необходимости;","4. Призывает все государства принять, если они еще этого не сделали, и продолжать решительные меры, в частности, на законодательном уровне, направленные на смягчение последствий стихийных бедствий и на включение стратегий снижения рисков, связанных с стихийными бедствиями, в планирование развития, и в этой связи просит международное сообщество продолжать оказывать развивающимся странам и странам с переходной экономикой помощь, в зависимости от обстоятельств;",[],[],0.727882444858551,61.81818181818181,"Просит государства, если они еще не сделали этого, принять решительные меры — особенно на законодательном уровне — чтобы смягчать последствия стихийных бедствий и включать стратегии снижения рисков в планирование развития, и просит международное сообщество помогать развивающимся странам и странам с переходной экономикой, в зависимости от обстоятельств.",0.6886739134788513,74.54545454545455
"5. Se réjouit que les États sinistrés, les organismes compétents des Nations Unies, les pays donateurs, les institutions financières régionales et internationales et d'autres organisations compétentes, comme le Mouvement de la Croix-Rouge et du Croissant-Rouge, et la société civile coopèrent efficacement dans le cadre de la coordination et de l'acheminement des secours d'urgence, et insiste sur la nécessité de poursuivre cette coopération et cette aide tout au long des opérations de secours et des opérations de relèvement et de reconstruction à moyen et long terme, de façon à réduire la vulnérabilité face aux risques naturels ;","5. приветствует эффективное сотрудничество между пострадавшими государствами, соответствующими органами системы Организации Объединенных Наций, странами-донорами, региональными и международными финансовыми учреждениями и другими соответствующими организациями, такими как Международное движение Красного Креста и Красного Полумесяца, и гражданским обществом в сфере координации и оказания чрезвычайной помощи и подчеркивает необходимость дальнейшего осуществления такого сотрудничества и оказания помощи в течение всего периода проведения операций по оказанию чрезвычайной помощи и принятия среднесрочных и долгосрочных мер по восстановлению и реконструкции таким образом, чтобы уменьшить степень уязвимости перед лицом будущих природных опасных явлений;","5. выражает удовлетворение тем, что пострадавшие государства, соответствующие органы системы Организации Объединенных Наций, донорские страны, региональные и международные финансовые учреждения и другие компетентные организации, такие как Международное движение Красного Креста и Красного Полумесяца, а также гражданское общество эффективно сотрудничают в рамках координации и доставки срочных гуманитарных грузов, и подчеркивает необходимость продолжения такого сотрудничества и помощи на протяжении всего периода спасательных и восстановительных работ и на среднесрочной и долгосрочной основе, с тем чтобы снизить уязвимость перед стихийными бедствиями;",[],[],0.6566973924636841,69.04761904761905,"Потрясённо доволен, что пострадавшие страны, ООН, доноры, финансы, Красного Крест и общество работают вместе, чтобы быстро доставить помощь, и важно продолжать эту помощь не только сейчас, но и потом, чтобы потом не было проблем с бедами.",-0.9542339444160461,94.04761904761905
